,noise_rate,alpha,success,performance,drift_name
182,0.05,0.00020800000000000007,True,486,gradual_concept_drift_noisy05
183,0.05,0.00020800000000000007,False,-1,nodrift_noisy05
184,0.05,1e-05,True,26,stagger_short_noisy05
185,0.05,1e-05,True,45,sine1_short_noisy05
186,0.05,1e-05,True,1040,sine2_short_noisy05
187,0.05,1e-05,False,2000,smooth_concept_drift_noisy05
188,0.05,1e-05,False,1500,abrupt_concept_drift_noisy05
189,0.05,1e-05,False,2100,abrupt_covariate_noisy05
190,0.05,1e-05,False,2000,gradual_concept_drift_noisy05
191,0.05,1e-05,True,-1,nodrift_noisy05
192,0.1,0.001,False,4000,stagger_short_noisy1
193,0.1,0.001,False,2000,sine1_short_noisy1
194,0.1,0.001,True,17,sine2_short_noisy1
195,0.1,0.001,True,75,smooth_concept_drift_noisy1
196,0.1,0.001,False,1500,abrupt_concept_drift_noisy1
197,0.1,0.001,True,57,abrupt_covariate_noisy1
198,0.1,0.001,False,2000,gradual_concept_drift_noisy1
199,0.1,0.001,False,-1,nodrift_noisy1
200,0.1,0.000802,True,22,stagger_short_noisy1
201,0.1,0.000802,False,2000,sine1_short_noisy1
202,0.1,0.000802,True,21,sine2_short_noisy1
203,0.1,0.000802,True,437,smooth_concept_drift_noisy1
204,0.1,0.000802,False,1500,abrupt_concept_drift_noisy1
205,0.1,0.000802,True,258,abrupt_covariate_noisy1
206,0.1,0.000802,True,84,gradual_concept_drift_noisy1
207,0.1,0.000802,False,-1,nodrift_noisy1
208,0.1,0.000604,True,22,stagger_short_noisy1
209,0.1,0.000604,True,15,sine1_short_noisy1
210,0.1,0.000604,True,1028,sine2_short_noisy1
211,0.1,0.000604,True,452,smooth_concept_drift_noisy1
212,0.1,0.000604,True,249,abrupt_concept_drift_noisy1
213,0.1,0.000604,True,21,abrupt_covariate_noisy1
214,0.1,0.000604,True,436,gradual_concept_drift_noisy1
215,0.1,0.000604,False,-1,nodrift_noisy1
216,0.1,0.0004060000000000001,True,20,stagger_short_noisy1
217,0.1,0.0004060000000000001,True,22,sine1_short_noisy1
218,0.1,0.0004060000000000001,True,1029,sine2_short_noisy1
219,0.1,0.0004060000000000001,True,454,smooth_concept_drift_noisy1
220,0.1,0.0004060000000000001,False,1500,abrupt_concept_drift_noisy1
221,0.1,0.0004060000000000001,True,941,abrupt_covariate_noisy1
222,0.1,0.0004060000000000001,True,13,gradual_concept_drift_noisy1
223,0.1,0.0004060000000000001,False,-1,nodrift_noisy1
224,0.1,0.00020800000000000007,True,22,stagger_short_noisy1
225,0.1,0.00020800000000000007,True,19,sine1_short_noisy1
226,0.1,0.00020800000000000007,True,30,sine2_short_noisy1
227,0.1,0.00020800000000000007,False,2000,smooth_concept_drift_noisy1
228,0.1,0.00020800000000000007,True,35,abrupt_concept_drift_noisy1
229,0.1,0.00020800000000000007,False,2100,abrupt_covariate_noisy1
230,0.1,0.00020800000000000007,True,833,gradual_concept_drift_noisy1
231,0.1,0.00020800000000000007,True,-1,nodrift_noisy1
232,0.1,1e-05,True,29,stagger_short_noisy1
233,0.1,1e-05,False,2000,sine1_short_noisy1
